###################################
ROBHeader
###################################
OARC: OARC
Unknown4: 4000000
NumSegments: 243
OARD: 4452414F
UnknownId: 61C3800
###################################
SegmentId: 2050,GR_COMP,0,301989888,16777216,0,20,4,20,0,0,0,10,2,10,10,2,10, 1970
SegmentId: 8632,CYSWD1,0,1459617792,16777216,0,8,73,14,0,0,0,4,7,7,4,66,7, 8552
SegmentId: 8140,CYSWD3,0,1459617792,16777216,0,8,14,15,0,0,0,4,0,7,4,14,8, 8060
SegmentId: 1982,XMONEY,0,318767104,16777216,0,14,6,20,0,0,0,7,3,10,7,3,10, 1902
SegmentId: 2478,HIRONSK,0,385875968,16777216,0,8,10,2,0,0,0,4,5,1,4,5,1, 2398
SegmentId: 2442,HHEALTH,0,335544320,16777216,0,6,10,2,0,0,0,3,5,1,3,5,1, 2362
SegmentId: 3144,GSWORD1A,0,486539264,16777216,0,2,69,10,0,0,0,1,4,5,1,65,5, 3064
SegmentId: 2894,GSWORD3A,0,419430400,16777216,0,2,9,10,0,0,0,1,0,5,1,9,5, 2814
SegmentId: 2796,XIRONKEY,0,385875968,16777216,0,9,20,1,0,0,0,4,0,1,5,20,0, 2716
SegmentId: 2578,XGOLDKEY,0,402653184,16777216,0,9,20,0,0,0,0,4,0,0,5,20,0, 2498
SegmentId: 3510,XSKEY,0,385875968,16777216,0,8,20,0,0,0,0,4,10,0,4,10,0, 3430
SegmentId: 7624,ATORSWRD,0,1207959552,16777216,0,6,82,11,0,0,0,3,7,5,3,75,6, 7544
SegmentId: 6922,ATORHILT,0,1308622848,16777216,0,6,12,11,0,0,0,3,0,6,3,12,5, 6842
SegmentId: 1594,NCBAR01,0,201326592,16777216,0,32,4,12,0,0,0,16,2,6,16,2,6, 1514
SegmentId: 1354,XRUNE,0,201326592,16777216,0,16,4,29,0,0,0,8,2,20,8,2,9, 1274
SegmentId: 3944,HPOTR,0,771751936,16777216,0,10,20,10,0,0,0,5,10,5,5,10,5, 3864
SegmentId: 3920,HPOTY,0,771751936,16777216,0,6,20,4,0,0,0,3,10,2,3,10,2, 3840
SegmentId: 4710,HPOTBL,0,939524096,16777216,0,6,18,4,0,0,0,3,9,2,3,9,2, 4630
SegmentId: 4018,HPOTGR,0,805306368,16777216,0,10,18,6,0,0,0,5,9,3,5,9,3, 3938
SegmentId: 1214,XDWBOOK,0,117440512,16777216,0,83,19,61,0,0,0,0,0,0,83,19,61, 1134
SegmentId: 5678,XCOG,0,721420288,16777216,0,51,50,26,0,0,0,25,25,12,26,25,14, 5598
SegmentId: 1414,NCELIX01,0,150994944,16777216,0,8,30,8,0,0,0,4,15,4,4,15,4, 1334
SegmentId: 2072,XWEIGHT,0,268435456,16777216,0,10,4,28,0,0,0,5,2,14,5,2,14, 1992
SegmentId: 2464,XBUCKETE,0,301989888,16777216,0,26,34,22,0,0,0,13,16,11,13,18,11, 2384
SegmentId: 2464,XBUCKETF,0,301989888,16777216,0,26,34,22,0,0,0,13,16,11,13,18,11, 2384
SegmentId: 2016,XCROWRUN,0,234881024,16777216,0,18,6,28,0,0,0,9,3,14,9,3,14, 1936
SegmentId: 1214,XELFBOOK,0,117440512,16777216,0,60,57,61,0,0,0,0,57,0,60,0,61, 1134
SegmentId: 1214,XREDBOOK,0,117440512,16777216,0,36,38,61,0,0,0,0,38,0,36,0,61, 1134
SegmentId: 1214,XFLBOOK,0,117440512,16777216,0,86,37,61,0,0,0,0,37,0,86,0,61, 1134
SegmentId: 2088,XPOUCH,0,285212672,16777216,0,20,8,22,0,0,0,10,4,11,10,4,11, 2008
SegmentId: 3696,XSHIP,0,436207616,16777216,0,18,28,30,0,0,0,9,14,15,9,14,15, 3616
SegmentId: 3784,GR_SHOV,0,704643072,16777216,0,82,10,104,0,0,0,82,0,73,0,10,31, 3704
SegmentId: 1042,XEAR,0,100663296,16777216,0,16,4,14,0,0,0,8,2,7,8,2,7, 962
SegmentId: 1318,TORCH,0,201326592,16777216,0,6,32,6,0,0,0,3,12,3,3,20,3, 1238
SegmentId: 1902,XEYEGLAS,0,234881024,16777216,0,7,0,23,0,0,0,3,0,11,4,0,12, 1822
SegmentId: 2398,XFLAG,0,402653184,16777216,0,20,48,0,0,0,0,0,6,0,20,42,0, 2318
SegmentId: 1840,XLOCKET,0,301989888,16777216,0,6,2,8,0,0,0,3,1,4,3,1,4, 1760
SegmentId: 3414,XFLASK,0,637534208,16777216,0,12,32,12,0,0,0,6,16,6,6,16,6, 3334
SegmentId: 5044,XHUNDING,0,754974720,16777216,0,18,28,18,0,0,0,9,14,9,9,14,9, 4964
SegmentId: 1214,XKBOOK,0,117440512,16777216,0,12,2,18,0,0,0,6,1,9,6,1,9, 1134
SegmentId: 1214,XISZBOOK,0,117440512,16777216,0,14,2,16,0,0,0,7,1,8,7,1,8, 1134
SegmentId: 3366,XKRISKEY,0,536870912,16777216,0,6,19,0,0,0,0,3,0,0,3,19,0, 3286
SegmentId: 3008,XISZAKEY,0,469762048,16777216,0,6,20,0,0,0,0,2,0,0,4,20,0, 2928
SegmentId: 4670,TV_BMUGG,0,620756992,16777216,0,12,11,8,0,0,0,0,5,4,12,6,4, 4590
SegmentId: 4552,CAN,0,805306368,16777216,0,9,13,20,0,0,0,2,5,0,7,8,20, 4472
SegmentId: 2400,XWATER1,0,335544320,16777216,0,6,20,4,0,0,0,3,10,2,3,10,2, 2320
